,Vocab,Syllables
6668,penumbra,3.0
6669,barber,2.0
6670,amid,2.0
6671,biblical,3.0
6672,carousel,3.0
6673,stove,1.0
6674,groaning,2.0
6675,clanking,2.0
6676,fragrant,2.0
6677,mastectomy,4.0
6678,yogi,2.0
6679,marsh,1.0
6680,roosting,2.0
6681,goblins,2.0
6682,woman,2.0
6683,suitcase,2.0
6684,Marcel,2.0
6685,granddaughter's,
6686,have,1.0
6687,thinness,2.0
6688,combing,2.0
6689,noonday,2.0
6690,mannequins',
6691,Persian,2.0
6692,Cup,1.0
6693,gazing,2.0
6694,december,3.0
6695,Far,1.0
6696,eighteen,2.0
6697,eating,2.0
6698,cat,1.0
6699,Darwin,2.0
6700,headlines,2.0
6701,refills,2.0
6702,scar,1.0
6703,saxophone,3.0
6704,gurgles,2.0
6705,waving,2.0
6706,wafts,1.0
6707,kyoto,2.0
6708,comes,1.0
6709,coolness,2.0
6710,marketplace,3.0
6711,apartment,3.0
6712,again,2.0
6713,Newman,2.0
6714,beachhis,
6715,flecks,1.0
6716,print,1.0
6717,wreathed,1.0
6718,listened,2.0
6719,bubbling,2.0
6720,delivers,3.0
6721,Year's,1.0
6722,poster,2.0
6723,mirages,3.0
6724,tree,1.0
6725,grey,1.0
6726,custom,2.0
6727,segues,2.0
6728,mumbling,2.0
6729,sunlight,2.0
6730,mother,2.0
6731,pause,1.0
6732,neatly,2.0
6733,antique,2.0
6734,gifts,1.0
6735,windmills,2.0
6736,me,1.0
6737,choir,1.0
6738,soup,1.0
6739,resolutions,4.0
6740,hashish,2.0
6741,backs,1.0
6742,Seven,2.0
6743,dwindling,2.0
6744,weekend,2.0
6745,give,1.0
6746,road's,1.0
6747,hurry,2.0
6748,graves,1.0
6749,faltering,3.0
6750,impenetrable,5.0
6751,Wedding,2.0
6752,patio,3.0
6753,Mum,1.0
6754,loosening,3.0
6755,straw,1.0
6756,entering,3.0
6757,Eucharist,3.0
6758,lamplight,2.0
6759,hazard,2.0
6760,baby's,2.0
6761,snuffing,2.0
6762,sparrow,2.0
6763,migrant's,2.0
6764,made,1.0
6765,corner,2.0
6766,Ramadan,3.0
6767,hits,1.0
6768,minty,2.0
6769,perched,1.0
6770,desire,2.0
6771,poppies,2.0
6772,IV,2.0
6773,blustery,3.0
6774,settles,2.0
6775,subprime,2.0
6776,blended,2.0
6777,horses,2.0
6778,counts,1.0
6779,note,1.0
6780,served,1.0
6781,oncoming,3.0
6782,stop,1.0
6783,queen,1.0
6784,mori,2.0
6785,rows,1.0
6786,dollars,2.0
6787,pioneers,3.0
6788,granita,3.0
6789,jazz,1.0
6790,replace,2.0
6791,hide,1.0
6792,bask,1.0
6793,Twin,1.0
6794,ago,2.0
6795,whistle,2.0
6796,reached,1.0
6797,thaw,1.0
6798,sounds,1.0
6799,barks,1.0
6800,drought,1.0
6801,cotton,2.0
6802,voices,2.0
6803,snows,1.0
6804,unspoken,3.0
6805,mayflowers,3.0
6806,playground,2.0
6807,ancestors,3.0
6808,airport,2.0
6809,cyclamen,3.0
6810,earphones,2.0
6811,deepen,2.0
6812,brothers,2.0
6813,stone,1.0
6814,bulbul,2.0
6815,narcissus,3.0
6816,fields,1.0
6817,nuzzles,2.0
6818,construction,3.0
6819,owls,1.0
6820,salute,2.0
6821,concert,2.0
6822,rail,1.0
6823,bare,1.0
6824,Snowballs,2.0
6825,riverside,3.0
6826,songs,1.0
6827,pull,1.0
6828,beads,1.0
6829,volume,2.0
6830,wait,1.0
6831,bugs,1.0
6832,season,2.0
6833,sand,1.0
6834,tapping,2.0
6835,snowmelt,2.0
6836,Soho,2.0
6837,supplanted,3.0
6838,mirror's,
6839,speak,1.0
6840,May,1.0
6841,wife,1.0
6842,opens,2.0
6843,career,2.0
6844,plants,1.0
6845,lente,1.0
6846,attempting,3.0
6847,leaves,1.0
6848,pans,1.0
6849,waterfall's,3.0
6850,jars,1.0
6851,wrapping,2.0
6852,boss,1.0
6853,waters,2.0
6854,letter,2.0
6855,gray,1.0
6856,asleep,2.0
6857,blonde,1.0
6858,cupcakes,2.0
6859,showers,2.0
6860,trucker,2.0
6861,pounds,1.0
6862,Grandma's,2.0
6863,unhooking,3.0
6864,shirts,1.0
6865,spare,1.0
6866,Thirteenth,2.0
6867,aftertaste,3.0
6868,alone,2.0
6869,drizzle,2.0
6870,priest's,2.0
6871,pear,1.0
6872,lemon,2.0
6873,crushed,1.0
6874,upward,2.0
6875,road,1.0
6876,Georgian,2.0
6877,lighting,2.0
6878,he'll,1.0
6879,crossing,2.0
6880,Zen,1.0
6881,rosebuds,2.0
6882,train,1.0
6883,haze,1.0
6884,shoes,1.0
6885,scrubs,1.0
6886,impulse,2.0
6887,lobsters,2.0
6888,following,3.0
6889,lantern,2.0
6890,poppy,2.0
6891,sea,1.0
6892,flapping,2.0
6893,Afghans,2.0
6894,Land,1.0
6895,dust,1.0
6896,dinner,2.0
6897,kept,1.0
6898,thirty,2.0
6899,tension,2.0
6900,Passover,3.0
6901,War,1.0
6902,Pike,1.0
6903,stardust,2.0
6904,bouquets,2.0
6905,distance,2.0
6906,sampling,2.0
6907,Canyon,2.0
6908,muzzle,2.0
6909,dark,1.0
6910,silhouettes,3.0
6911,spark,1.0
6912,move,1.0
6913,children's,2.0
6914,languor,2.0
6915,schoolyard,2.0
6916,pump,1.0
6917,cradlesong,3.0
6918,wordy,2.0
6919,poplar,2.0
6920,house,1.0
6921,serves,1.0
6922,nowhere,2.0
6923,migrates,2.0
6924,decay,2.0
6925,hung,1.0
6926,newlyweds,3.0
6927,studded,2.0
6928,nuts,1.0
6929,point,1.0
6930,open,2.0
6931,powdering,3.0
6932,corridor,3.0
6933,net,1.0
6934,rainforest,3.0
6935,sparks,1.0
6936,begin,2.0
6937,tides,1.0
6938,farm,1.0
6939,clouds,1.0
6940,minus,2.0
6941,Atlanta,3.0
6942,poplars,2.0
6943,belches,2.0
6944,rereads,2.0
6945,swimming,2.0
6946,particular,4.0
6947,king,1.0
6948,radar,2.0
6949,ladybug,3.0
6950,decaying,3.0
6951,rainfall,2.0
6952,taste,1.0
6953,feeling,2.0
6954,believes,2.0
6955,zero,2.0
6956,pussy,2.0
6957,recycling,3.0
6958,blooming,2.0
6959,igniting,3.0
6960,dip,1.0
6961,knows,1.0
6962,drinker,2.0
6963,winter,2.0
6964,paws,1.0
6965,carp's,
6966,buffalo,3.0
6967,billow,2.0
6968,chimney,2.0
6969,tv,2.0
6970,coffee,2.0
6971,rejection,3.0
6972,swallows',
6973,First,1.0
6974,Clouds,1.0
6975,bite,1.0
6976,raindrops,2.0
6977,blanket,2.0
6978,sister's,2.0
6979,cries,1.0
6980,phone,1.0
6981,father,2.0
6982,chickadees,2.0
6983,himself,2.0
6984,wheeler,2.0
6985,catalogue,3.0
6986,death,1.0
6987,popping,2.0
6988,bougainvillea,5.0
6989,tattoo,2.0
6990,wreckage,2.0
6991,cry,1.0
6992,saw,1.0
6993,warned,1.0
6994,champagne,2.0
6995,determining,4.0
6996,slide,1.0
6997,graveside,2.0
6998,visit,2.0
6999,monitor,3.0
7000,tennis,2.0
7001,sweet,1.0
7002,moth's,
7003,seller,2.0
7004,gutter,2.0
7005,interrupted,4.0
7006,reunion,3.0
7007,emptied,2.0
7008,mixture,2.0
7009,splits,1.0
7010,pounding,2.0
7011,greengrocer,3.0
7012,planting,2.0
7013,shorebird's,3.0
7014,accepts,2.0
7015,santas,
7016,collapses,3.0
7017,leaden,2.0
7018,him,1.0
7019,miso,2.0
7020,browse,1.0
7021,untimely,3.0
7022,laughter,2.0
7023,watercolor,4.0
7024,offers,2.0
7025,teacher,2.0
7026,molten,2.0
7027,Deep,1.0
7028,soft,1.0
7029,regret,2.0
7030,curled,1.0
7031,spectators,3.0
7032,eye,1.0
7033,beach,1.0
7034,volcanic,3.0
7035,baked,1.0
7036,cayenne,2.0
7037,pancakes,2.0
7038,lilac,2.0
7039,Hiroshima,4.0
7040,Coca,2.0
7041,hollyhock,3.0
7042,FedEx,2.0
7043,firefly,2.0
7044,unknotting,3.0
7045,E,1.0
7046,donkey's,2.0
7047,bends,1.0
7048,rusting,2.0
7049,of,1.0
7050,watch,1.0
7051,Day,1.0
7052,Balloon,2.0
7053,will,1.0
7054,faintly,2.0
7055,braids,1.0
7056,kettlefilled,
7057,geriatric,4.0
7058,remover,3.0
7059,spoon,1.0
7060,bay,1.0
7061,lake,1.0
7062,recounting,3.0
7063,crematorium,5.0
7064,softly,2.0
7065,lighthouse,2.0
7066,cloth,1.0
7067,an,1.0
7068,Hendrix,2.0
7069,harmonica,4.0
7070,angels,2.0
7071,digging,2.0
7072,ex,1.0
7073,glimmering,3.0
7074,berries,2.0
7075,ruins,2.0
7076,bookstore,2.0
7077,feathers,2.0
7078,clearer,2.0
7079,girl's,1.0
7080,sail,1.0
7081,lighten,2.0
7082,centered,2.0
7083,thunderstorm,3.0
7084,muffled,2.0
7085,wine,1.0
7086,six,1.0
7087,knot,1.0
7088,player,2.0
7089,ties,1.0
7090,milk,1.0
7091,nears,1.0
7092,frost,1.0
7093,snooze,1.0
7094,moth,1.0
7095,diamonds,2.0
7096,hive,1.0
7097,B,1.0
7098,several,3.0
7099,faced,1.0
7100,woodland,2.0
7101,wasp,1.0
7102,seeds,1.0
7103,freckles,2.0
7104,buddha,2.0
7105,verbs,1.0
7106,Turkish,2.0
7107,stride,1.0
7108,roughness,2.0
7109,strange,1.0
7110,wart,1.0
7111,silhouette,3.0
7112,studies,2.0
7113,rain,1.0
7114,midnight,2.0
7115,redwing's,
7116,shop,1.0
7117,swollen,2.0
7118,motion,2.0
7119,hike,1.0
7120,magpie,2.0
7121,menus,2.0
7122,edges,2.0
7123,upright,2.0
7124,nudists,2.0
7125,settle,2.0
7126,beak,1.0
7127,owl,1.0
7128,quarter,2.0
7129,rumor,2.0
7130,applies,2.0
7131,lunar,2.0
7132,recent,2.0
7133,chirping,2.0
7134,Eating,2.0
7135,Foehn,1.0
7136,voltage,2.0
7137,cliff,1.0
7138,chainsaw,2.0
7139,bending,2.0
7140,unborn,2.0
7141,bitternut,3.0
7142,hundred,2.0
7143,whispers,2.0
7144,reads,1.0
7145,hidden,2.0
7146,front,1.0
7147,top,1.0
7148,becomes,2.0
7149,hot,1.0
7150,post,1.0
7151,lament,2.0
7152,pattering,3.0
7153,aging,2.0
7154,camouflage,3.0
7155,kiss,1.0
7156,Virgin,2.0
7157,Irene,2.0
7158,shore,1.0
7159,restraints,2.0
7160,onion,2.0
7161,licks,1.0
7162,chestnut,2.0
7163,teacup,2.0
7164,labor,2.0
7165,Women's,2.0
7166,unsealed,2.0
7167,paver,2.0
7168,fired,1.0
7169,crunched,1.0
7170,lullaby,3.0
7171,land,1.0
7172,field,1.0
7173,toad,1.0
7174,aged,1.0
7175,noticed,2.0
7176,full,1.0
7177,doctor,2.0
7178,liked,1.0
7179,eve,1.0
7180,kittens,2.0
7181,bachelor,3.0
7182,yawn,1.0
7183,neolithic,4.0
7184,up,1.0
7185,night,1.0
7186,dippers,2.0
7187,track,1.0
7188,buzzes,2.0
7189,fridge,1.0
7190,blouse,1.0
7191,mosquito's,
7192,slowly,2.0
7193,rhyme,1.0
7194,state,1.0
7195,honey,2.0
7196,supermarket,4.0
7197,hothouse,2.0
7198,Lighting,2.0
7199,light,1.0
7200,dog,1.0
7201,leftovers,3.0
7202,aura,2.0
7203,wisps,1.0
7204,cottage,2.0
7205,forgot,2.0
7206,peeking,2.0
7207,gumball,2.0
7208,crackers,2.0
7209,very,2.0
7210,Under,2.0
7211,toward,2.0
7212,ice,1.0
7213,meteorites,4.0
7214,gulp,1.0
7215,shorter,2.0
7216,decade,2.0
7217,woods,1.0
7218,teenagers,3.0
7219,mussel,2.0
7220,flashlight,2.0
7221,quitting,2.0
7222,Orion's,
7223,subtle,2.0
7224,lipstick,2.0
7225,mournful,2.0
7226,cleansing,2.0
7227,yos,
7228,Bronx,1.0
7229,store,1.0
7230,ways,1.0
7231,chain,1.0
7232,shortcut,2.0
7233,strip,1.0
7234,rain,1.0
7235,balcony,3.0
7236,comment,2.0
7237,lemons,2.0
7238,pier,1.0
7239,scurry,2.0
7240,tire,1.0
7241,solitaire,3.0
7242,library,3.0
7243,certificate,4.0
7244,sneezes,2.0
7245,reoccurrence,4.0
7246,opening,3.0
7247,bonsai,2.0
7248,Webster's,2.0
7249,debate,2.0
7250,finally,3.0
7251,drippings,2.0
7252,resplendent,3.0
7253,Life,1.0
7254,sax,1.0
7255,Fifth,1.0
7256,noticing,3.0
7257,sneeze,1.0
7258,halfway,2.0
7259,palliative,4.0
7260,frost,1.0
7261,monk,1.0
7262,smalltown,
7263,tiles,1.0
7264,welfare,2.0
7265,metronome,3.0
7266,relapse,2.0
7267,search,1.0
7268,hold,1.0
7269,fallout,2.0
7270,stay,1.0
7271,pad,1.0
7272,recital,3.0
7273,hallows,2.0
7274,in,1.0
7275,insecticide,4.0
7276,November,3.0
7277,caffeine,2.0
7278,miracle,3.0
7279,board,1.0
7280,Towers,2.0
7281,clipping,2.0
7282,thunderclouds,3.0
7283,dawn,1.0
7284,touch,1.0
7285,lunch,1.0
7286,graves,1.0
7287,puddle,2.0
7288,bad,1.0
7289,ghost,1.0
7290,of,1.0
7291,satellite,3.0
7292,ourselves,2.0
7293,load,1.0
7294,parks,1.0
7295,pace,1.0
7296,savors,2.0
7297,open,2.0
7298,Dead,1.0
7299,cigarette,3.0
7300,blend,1.0
7301,Alzheimer's,3.0
7302,growth,1.0
7303,dangle,2.0
7304,crocus,2.0
7305,tranquil,2.0
7306,coat,1.0
7307,hoarding,2.0
7308,hair,1.0
7309,party,2.0
7310,my,1.0
7311,typhoon,2.0
7312,cha,1.0
7313,clue,1.0
7314,stop,1.0
7315,pebble,2.0
7316,demolition,4.0
7317,foam,1.0
7318,been,1.0
7319,hydrant,2.0
7320,ale,1.0
7321,herring,2.0
7322,bananas,3.0
7323,What,1.0
7324,unable,3.0
7325,dusting,2.0
7326,flips,1.0
7327,boyfriend's,2.0
7328,Saving,2.0
7329,occupies,3.0
7330,grouse,1.0
7331,outstretched,2.0
7332,Mary,2.0
7333,hibernate,3.0
7334,potter's,2.0
7335,wrap,1.0
7336,oldies,2.0
7337,river,2.0
7338,anna,2.0
7339,banana,3.0
7340,ree,1.0
7341,donald,2.0
7342,bananna,2.0
0,crush,1
0,wall,1
0,cakes,1
0,Most,1
0,poured,1
0,rights,1
0,apples,2
0,age,1
0,sprinted,2
0,set,1
0,was,1
0,tumbling,2
0,happily,3
0,grabbed,1
0,it,1
0,tucking,2
0,around,2
0,donned,1
0,pricklerich,3
0,excitement,3
0,underneath,3
0,Fulcrum,2
0,Tended,2
0,Hooves,1
0,felt,1
0,tarnished,2
0,luffed,1
0,lush,1
0,Foxen,
0,Mandril,
0,added,2
0,bashful,2
0,gave,1
0,sat,1
0,hesitated,4
0,settled,2
0,world’s,1
0,sure,1
0,she’d,1
0,Tumbrel,
0,hauberk,2
0,safe,1
0,unwashed,2
0,tried,1
0,herbs,1
0,ceramic,3
0,pipe,1
0,lest,1
0,looked,1
0,nonexclusionary,6
0,principle,3
0,preserve,2
0,tools,1
0,Alembics,3
0,Sulk,1
0,wrongness,2
0,Mantle,2
0,leafetched,2
0,pulled,1
0,Tending,2
0,grinned,1
0,sort,1
0,stealing,2
0,fetch,1
0,Pleased,1
0,rinsed,1
0,penultimate,4
0,wanting,2
0,ages,2
0,disk,1
0,Messing,2
0,cunning,2
0,lifted,2
0,type,1
0,Especially,4
0,leak,1
0,took,1
0,Thus,1
0,brazen,2
0,gear,1
0,stair,1
0,cheered,1
0,tended,2
0,shivery,3
0,danced,1
0,closefit,2
0,touched,1
0,laurel,2
0,Wains,
0,Offend,2
0,buckle,2
0,broom,1
0,sobered,2
0,pittem,2
0,centeredness,4
0,wasn’t,2
0,Didn’t,2
0,Smug,1
0,pipes,1
0,knots,1
0,flattered,2
0,hadn’t,2
0,absolutely,4
0,belonged,2
0,private,2
0,drew,1
0,considered,3
0,circtangular,4
0,nutmeg,2
0,bared,1
0,Clinks,1
0,Grinning,2
0,smoothed,1
0,stretched,1
0,clambered,2
0,massive,2
0,flickerlight,3
0,kindly,2
0,workbench,2
0,drawers,2
0,crucible,3
0,pelted,2
0,madly,2
0,Rubric’s,2
0,backward,2
0,alack,2
0,drafts,1
0,any,2
0,worst,1
0,hoped,1
0,weren’t,2
0,glad,1
0,bands,1
0,Vaults,1
0,tanglehaired,3
0,unpleasant,3
0,spun,1
0,tallow,2
0,WalMart,2
0,When,1
0,woke,1
0,Yes,1
0,She,1
0,Long,1
0,But,1
0,Opening,3
0,tidily,3
0,privatest,3
0,It,1
0,smiled,1
0,fizzing,2
0,There,1
0,dropper,2
0,bedshelf,2
0,unscrewed,2
0,Foxen’s,
0,brightened,2
0,gloaming,2
0,Moving,2
0,pushed,1
0,wouldn’t,2
0,slipped,1
0,Her,1
0,rested,2
0,sliver,2
0,sweetest,2
0,None,1
0,That,1
0,squeezed,1
0,directly,3
0,measures,2
0,gathered,2
0,continued,3
0,merest,2
0,fleck,1
0,iridesce,3
0,firefly’s,2
0,grew,1
0,tremulant,3
0,larger,2
0,roused,1
0,truest,2
0,brightest,2
0,checked,1
0,fireplace,2
0,And,1
0,Nothing,2
0,anything,3
0,shouldn’t,2
0,Port,1
0,dimmer,2
0,rack,1
0,Below,2
0,octavo,3
0,corks,1
0,twine,1
0,Off,1
0,envied,2
0,blob,1
0,Apart,2
0,central,2
0,handful,2
0,holly,2
0,perch,1
0,suited,2
0,nodded,2
0,Back,1
0,nightshirt,2
0,folded,2
0,ducked,1
0,he’d,1
0,given,2
0,Today,2
0,carrying,3
0,cupped,1
0,Van,
0,fitted,2
0,gentlest,2
0,snuck,1
0,peak,1
0,arched,1
0,smudge,1
0,bristle,2
0,mirror’s,2
0,snarl,1
0,Pale,1
0,Lifting,2
0,uncovered,3
0,sprawling,2
0,Rubric,2
0,minute’s,2
0,tunnels,2
0,twining,2
0,kinked,1
0,curving,2
0,abandoning,4
0,Rude,1
0,burnished,2
0,steel,1
0,eager,2
0,embarrassing,4
0,wrappings,2
0,trouble,2
0,cared,1
0,bother,2
0,So,1
0,bumbled,2
0,Eventually,5
0,burrowed,2
0,loose,1
0,urchin’s,2
0,unwound,2
0,gauzy,2
0,greying,2
0,she’s,1
0,willing,2
0,Umbrel,2
0,Twelve,1
0,brave,1
0,staying,2
0,altogether,4
0,unique,2
0,regard,2
0,fondness,2
0,lively,2
0,Sunlight,2
0,speared,1
0,gratings,2
0,filtered,2
0,walkway,2
0,drifted,2
0,baling,2
0,twisting,2
0,fist,1
0,none,1
0,Exasperated,5
0,slapping,2
0,Once,1
0,scampered,2
0,slanting,2
0,twisted,2
0,Withy,
0,throwing,2
0,streamed,1
0,banner,2
0,spiraling,3
0,Darkhouse,
0,tink,1
0,threshold,2
0,Soon,1
0,roiling,2
0,swallowed,2
0,shallow,2
0,squat,1
0,snatched,1
0,Heading,2
0,Running,2
0,sprang,1
0,fissure,2
0,lithely,2
0,dancer,2
0,leapt,1
0,lightly,2
0,jumped,1
0,wildly,2
0,pretty,2
0,panting,2
0,padded,2
0,hasp,1
0,gasket,2
0,sealing,2
0,shucked,1
0,shivered,2
0,nervous,2
0,stomach,2
0,Arms,1
0,peppermint,3
0,balanced,2
0,nekkid,2
0,avoiding,3
0,puckered,2
0,blunt,1
0,hindmost,2
0,tickling,2
0,jut,1
0,thigh,1
0,screwed,1
0,letting,2
0,ducking,2
0,nethers,2
0,squeaked,1
0,gooseprickle,3
0,dunked,1
0,Gasping,2
0,rubbed,1
0,grimace,2
0,Without,2
0,smallness,2
0,strove,1
0,underground,3
0,closely,2
0,urchin,2
0,begging,2
0,cheekbones,2
0,delicate,3
0,collarbones,3
0,With,1
0,wetted,2
0,besides,2
0,tamped,1
0,Dim,1
0,More,1
0,Feint,1
0,Feigned,1
0,Fain,1
0,merely,2
0,wick,1
0,rolled,1
0,downright,2
0,guttery,3
0,Finally,3
0,struck,1
0,spear,1
0,wriggling,2
0,gripped,1
0,angle,2
0,pipetangle,3
0,Minnow,2
0,glided,2
0,smoothly,2
0,downward,2
0,tugged,1
0,valve,1
0,spearlight,2
0,sank,1
0,looming,2
0,dimly,2
0,tilting,2
0,slab,1
0,sooner,2
0,Quick,1
0,wary,2
0,Sometimes,2
0,steering,2
0,broke,1
0,prima,2
0,axial,3
0,seam,1
0,healed,1
0,pleasant,2
0,Smiling,2
0,wedged,1
0,Bad,1
0,luck,1
0,scowled,1
0,managed,2
0,blew,1
0,lungful,2
0,kicked,1
0,dropping,2
0,Despite,2
0,Something,2
0,slick,1
0,jumbled,2
0,couldn’t,2
0,tuck,1
0,nestled,2
0,crook,1
0,needing,2
0,leafy,2
0,bewildered,3
0,lastly,2
0,looped,1
0,tangled,2
0,apologized,4
0,slightest,2
0,tug,1
0,Both,1
0,Clinging,2
0,excitedly,4
0,lucky,2
0,friendly,2
0,grips,1
0,Down,1
0,coloring,3
0,nixie’s,2
0,knuckles,2
0,orient,3
0,skimming,2
0,bumped,1
0,solid,2
0,briefest,2
0,heartbeats,2
0,fastened,2
0,slid,1
0,realized,3
0,weighty,2
0,slippery,3
0,pry,1
0,oddly,2
0,iridium,4
0,knees,1
0,seemed,1
0,chance,1
0,brace,1
0,slowed,1
0,Half,1
0,dumb,1
0,mouthful,2
0,weigh,1
0,smoothness,2
0,panic,2
0,clutched,1
0,fumbled,2
0,knocked,1
0,unseen,2
0,jostled,2
0,batted,2
0,farther,2
0,froze,1
0,unthinkable,4
0,forever,3
0,heaving,2
0,loosed,1
0,though,1
0,glimpsed,1
0,lowest,2
0,awkward,2
0,jerks,1
0,using,2
0,handholds,2
0,gained,1
0,burdened,2
0,Was,1
0,lead,1
0,Normally,3
0,handed,2
0,groped,1
0,bucked,1
0,banged,1
0,frantically,4
0,didn’t,2
0,handhold,2
0,binding,2
0,snagged,2
0,jerked,1
0,spinning,2
0,sideways,2
0,Almost,2
0,immediately,5
0,flailed,1
0,shin,1
0,tingle,2
0,sought,1
0,braced,1
0,shoved,1
0,tore,1
0,rude,1
0,snapped,1
0,forcing,2
0,drown,1
0,Mouth,1
0,gagged,1
0,feared,1
0,jag,1
0,Losing,2
0,Being,2
0,choking,2
0,Letting,2
0,simply,2
0,unkilter,3
0,terrified,3
0,unbound,2
0,swirled,1
0,spluttering,3
0,claw,1
0,heaved,1
0,platter,2
0,Thicker,2
0,thumb,1
0,hearthlight,2
0,stomachful,3
0,coughed,1
0,spat,1
0,shimmerant,3
0,trembled,2
0,joyAfter,
0,Though,1
0,idly,2
0,solemn,2
0,Three,1
0,bumbrous,2
0,bobbled,2
0,bob,1
0,popped,1
0,freed,1
0,headed,2
0,remnant,2
0,smelled,1
0,cinnas,2
0,soaping,2
0,scrubbing,2
0,Whatever,3
0,Things,1
0,Dripping,2
0,wringing,2
0,Tenners,
0,quickest,2
0,unseemly,3
0,Dunnings,
0,pinkness,2
0,Bakers,2
0,jutting,2
0,fond,1
0,sel,
0,tunnel’s,2
0,oo,
0,al,
0,crickly,3
0,lt,
0,gether,
0,roasted,2
0,cooked,1
0,shivers,2
0,fetched,1
0,arranged,2
0,odd,1
0,patterns,2
0,Might,1
0,sharply,2
0,Nodding,2
0,suit,1
0,known,1
0,Neither,2
0,emberant,3
0,Incarnadine,4
0,gilded,2
0,consideration,5
0,him—but,
0,tending,2
0,certain,2
0,most,1
0,slim,1
0,Keys,1
0,complacency,4
0,fact,1
0,White,1
0,cocked,1
0,doubt,1
0,badly,2
0,Even,2
0,helped,1
0,stayed,1
0,obviously,4
0,indecently,4
0,troublesome,3
0,leaned,1
0,frowned,1
0,shook,1
0,sighed,1
0,Borough,
0,closest,2
0,doorways,2
0,huffed,1
0,fanning,2
0,hinges,2
0,flaking,2
0,Here,1
0,These,1
0,Where,1
0,Door,1
0,Throughbottom,
0,balance,2
0,offend,2
0,Next,1
0,Greely,
0,sulfurant,3
0,crumbling,2
0,eventually,5
0,Crumbledon,
0,steep,1
0,lashed,1
0,swung,1
0,stepped,1
0,ceilinged,2
0,chandelier,3
0,paneling,3
0,hugged,1
0,portion,2
0,ornate,2
0,plasterwork,3
0,broad,1
0,frescoes,2
0,decorating,4
0,Women,2
0,lounged,1
0,rubbing,2
0,Men,1
0,frolicked,2
0,ridiculously,5
0,absolute,3
0,grinning,2
0,wickedly,3
0,shifted,2
0,Everything,3
0,please,1
0,himbut,
0,Altogether,4
0,seemly,2
0,comport,2
0,decorum,3
0,lining,2
0,br,1
0,ass,1
0,upheld,2
0,Skipping,2
0,unbroken,3
0,fuss,1
0,route,1
0,spied,1
0,Eager,2
0,eased,1
0,snug,1
0,Very,2
0,sconce,1
0,velvet,2
0,plush,1
0,Sit,1
0,Twice,1
0,Faceling,
0,properly,3
0,able,2
0,amiss,2
0,clasped,1
0,primly,2
0,stoppered,2
0,tables,2
0,curiously,4
0,daintily,3
0,stretch,1
0,Smooth,1
0,figurine,3
0,retiring,3
0,clever,2
0,shield,1
0,treasure,2
0,belong,2
0,Or,1
0,bump,1
0,understanding,4
0,exactly,3
0,patting,2
0,ought,1
0,startling,2
0,lack,1
0,legging,2
0,worked,1
0,She’d,1
0,wholly,2
0,dared,1
0,condescending,4
0,sixth,1
0,stairway,2
0,terribly,3
0,politely,3
0,prone,1
0,tipping,2
0,exciting,3
0,tricky,2
0,tinker,2
0,sly,1
0,horrible,3
0,testing,2
0,climbed,1
0,Shy,1
0,secret,2
0,puzzling,2
0,collapsed,2
0,gritty,2
0,coy,1
0,Its,1
0,stiff,1
0,unfallen,3
0,triune,2
0,vanity,3
0,wardrobe,2
0,taller,2
0,peered,1
0,shyly,2
0,wardrobe’s,2
0,dresses,2
0,embroidery,4
0,Shoes,1
0,wore,1
0,rakish,2
0,garrulous,3
0,unashamed,3
0,powders,2
0,eyepaint,2
0,Bracelets,2
0,Combs,1
0,ivory,3
0,pins,1
0,substantial,3
0,disarray,3
0,askew,2
0,toppled,2
0,higgledy,3
0,piggledy,3
0,Dishevel,3
0,liking,2
0,gruff,1
0,bawdy,2
0,backed,1
0,triptych,2
0,shattered,2
0,straining,2
0,lever,2
0,cleared,1
0,Rolling,2
0,splintered,2
0,tatted,2
0,easily,3
0,Inside,2
0,chamberpot,3
0,use,1
0,scrub,1
0,ship,1
0,birch,1
0,sacks,1
0,trust,1
0,behave,2
0,birching,2
0,required,2
0,tied,1
0,dignity,3
0,sincere,2
0,affront,2
0,joy,1
0,swingling,2
0,skirl,1
0,undue,2
0,exuberance,4
0,brisk,1
0,Up,1
0,flicked,1
0,grit,1
0,Charming,2
0,vexing,2
0,tidying,3
0,exception,3
0,hairbrush,2
0,ruby,2
0,stared,1
0,handkerchiefs,3
0,entire,2
0,handspan,2
0,vanity’s,3
0,amount,2
0,examined,3
0,shrug,1
0,prized,1
0,adjusted,3
0,sack,1
0,padding,2
0,tamping,2
0,firmly,2
0,handle,2
0,tested,2
0,Lastly,2
0,burgundy,3
0,replaced,2
0,hatbox,2
0,ajar,2
0,Folded,2
0,amazed,2
0,tightness,2
0,weave,1
0,lovely,2
0,Hardly,2
0,realizing,4
0,trove,1
0,Surely,2
0,Besides,2
0,firm,1
0,furious,3
0,perfectly,3
0,shame,1
0,greedy,2
0,Wanting,2
0,Twisting,2
0,Pushing,2
0,nature,2
0,obvious,3
0,whim,1
0,Delving,
0,visited,3
0,closeness,2
0,Woods,1
0,swing,1
0,sagging,2
0,Stepping,2
0,entails,2
0,glanced,1
0,themselves,2
0,content,2
0,comfortable,4
0,you’d,1
0,they’d,1
0,crowding,2
0,mended,2
0,nudged,1
0,civilized,3
0,exasperated,5
0,upset,2
0,returned,2
0,unheard,2
0,loss,1
0,tipped,1
0,stubby,2
0,Better,2
0,gathersack,3
